time_s,a_m,e_,i_deg,Omega_deg,omega_deg,nu_deg
1670.0,6828137.000000004,9.524652336000294e-16,51.600000000000016,180.0,0.0,72.9332420711117
1680.0,6828137.000000004,9.51859758559235e-16,51.600000000000016,180.0,0.0,72.29212376016028
1690.0,6828137.000000004,9.591968750949815e-16,51.60000000000002,180.0,0.0,71.65100544920885
1700.0,6828137.000000005,9.6546659776417e-16,51.60000000000002,180.0,0.0,71.00988713825743
1710.0,6828137.000000005,9.661653224616483e-16,51.60000000000003,180.0,0.0,70.36876882730598
1720.0,6828137.000000005,9.664729914667785e-16,51.60000000000003,180.0,0.0,69.72765051635456
1730.0,6828137.000000005,9.724487882502188e-16,51.60000000000003,180.0,0.0,69.08653220540315
1740.0,6828137.000000004,8.64748722715138e-16,51.60000000000002,180.0,0.0,68.4454138944517
1750.0,6828137.000000005,9.942272766761554e-16,51.60000000000002,180.0,0.0,67.80429558350028
1760.0,6828137.000000005,9.932966032288493e-16,51.60000000000003,180.0,0.0,67.16317727254885
1770.0,6828137.000000005,9.636414516388153e-16,51.60000000000003,180.0,0.0,66.52205896159744
1780.0,6828137.000000005,9.475801764578882e-16,51.60000000000003,180.0,0.0,65.88094065064601
1790.0,6828137.000000004,7.268553148534048e-16,51.60000000000003,180.0,0.0,65.23982233969457
1800.0,6828137.000000002,6.305325523172077e-16,51.60000000000002,180.0,0.0,64.59870402874314
1810.0,6828137.000000002,6.168595259841721e-16,51.60000000000002,180.0,0.0,63.95758571779171
1820.0,6828137.0,4.57751575972431e-16,51.60000000000002,180.0,0.0,63.31646740684029
1830.0,6828137.000000002,6.383727653549794e-16,51.60000000000002,180.0,0.0,62.67534909588886
1840.0,6828137.0,5.03098434387132e-16,51.60000000000002,180.0,0.0,62.03423078493743
1850.0,6828137.0,4.922220000038194e-16,51.60000000000002,180.0,0.0,61.393112473986
1860.0,6828137.000000002,6.799980404824276e-16,51.600000000000016,180.0,0.0,60.75199416303458
1870.0,6828137.0,6.127726014996091e-16,51.60000000000002,180.0,0.0,60.11087585208315
1880.0,6828136.999999998,4.804811251134641e-16,51.600000000000016,180.0,0.0,59.46975754113172
1890.0,6828136.999999998,4.1773200400719416e-16,51.600000000000016,180.0,0.0,58.82863923018029
1900.0,6828137.0,4.811670426165801e-16,51.600000000000016,180.0,0.0,58.187520919228874
1910.0,6828137.0,4.268255255306084e-16,51.600000000000016,180.0,0.0,57.54640260827745
1920.0,6828137.0,4.168565999356952e-16,51.600000000000016,180.0,0.0,56.90528429732603
1930.0,6828136.999999998,3.693516637920311e-16,51.600000000000016,180.0,0.0,56.264165986374586
1940.0,6828136.999999998,3.1629695006183175e-16,51.600000000000016,180.0,0.0,55.62304767542316
1950.0,6828136.999999998,3.726290674924776e-16,51.600000000000016,180.0,0.0,54.98192936447174
1960.0,6828136.999999996,3.3778141960764783e-16,51.600000000000016,180.0,0.0,54.340811053520305
