time_s,r_error_norm_m,v_error_norm_ms,vx_error_ms,vy_error_ms,vz_error_ms,h_error_m2s,energy_error_Jkg
1550.0,0.006792546742455315,1.0038460186653105e-05,-2.248401870019734e-06,-6.076953127376328e-06,-7.667203703931591e-06,19.632347106933594,-0.02196788415312767
1560.0,0.006892940381222746,1.016187194165091e-05,-2.182581738452427e-06,-6.164716523926472e-06,-7.77793343331723e-06,19.632362365722656,-0.021967869251966476
1570.0,0.006994473136568293,1.0285922460493195e-05,-2.1136220311746e-06,-6.2527357158614905e-06,-7.88898591963516e-06,19.632362365722656,-0.02196786180138588
1580.0,0.00709714223465237,1.0410603322455348e-05,-2.041490915871691e-06,-6.340973527585447e-06,-8.00031443759508e-06,19.632347106933594,-0.021967865526676178
1590.0,0.007200947313805246,1.0535905139224373e-05,-1.966154741239734e-06,-6.429391987694544e-06,-8.111871011351468e-06,19.632354736328125,-0.021967865526676178
1600.0,0.0073058868138290494,1.0661824942053307e-05,-1.8875853129429743e-06,-6.5179565353901125e-06,-8.223610848290264e-06,19.632354736328125,-0.021967869251966476
1610.0,0.00741195847047173,1.0788353340213819e-05,-1.8057526176562533e-06,-6.606626811844762e-06,-8.33548483569757e-06,19.632362365722656,-0.02196788787841797
1620.0,0.007519157203212232,1.091548307401551e-05,-1.7206302800332196e-06,-6.695363936159993e-06,-8.447443633485818e-06,19.632347106933594,-0.021967880427837372
1630.0,0.007627483638139593,1.1043206320901735e-05,-1.6321901057381183e-06,-6.784128800063627e-06,-8.559436764699058e-06,19.632369995117188,-0.02196788415312767
1640.0,0.007736930826380936,1.1171516367784601e-05,-1.5404084479087032e-06,-6.872881158415112e-06,-8.671414207128691e-06,19.632354736328125,-0.021967880427837372
1650.0,0.007847498418009139,1.1300407890915256e-05,-1.445258931198623e-06,-6.961581902942271e-06,-8.783326393313473e-06,19.632354736328125,-0.021967876702547073
1660.0,0.007959183654722464,1.1429872848494671e-05,-1.3467188182403333e-06,-7.050189196888823e-06,-8.895120799934375e-06,19.632362365722656,-0.021967880427837372
